"OCLC #", "Title", "Author", "Language", "Item type", "Publication", "Publisher", "Database", "Notes", "Added date"
"927414154","Theological dictionary of the New Testament","Gerhard Kittel; Geoffrey William  ed  and tr Bromiley; Gerhard Friedrich","English","book_printbook","","Grand Rapids, Mich. Eerdmans 2006.","","","2019-12-01 23:44"
"15662609","The Teaching of Latin in American schools : a profession in crisis","Richard A LaFleur; American Philological Association.; American Classical League.;","English","book_printbook","","[Decatur, GA] : Scholars Press, ©1987.","","","2019-12-01 23:43"
"474517371","Foreign language teaching : an anthology","Joseph Michel","English","book_printbook","","London : Macmillan, 1969","","","2019-12-01 23:43"
"979837157","Euripides : a Student of Human Nature","William Nickerson Bates","English","book_digital","","Philadelphia, Pa. : University of Pennsylvania Press, [2017] ©1930","","","2019-12-01 23:43"
"291215415","Handbuch der literarischen Rhetorik : eine Grundlegung der Literaturwissenschaft","Heinrich Lausberg","German","book_printbook","","Stuttgart : Franz Steiner Verlag, 2008.","","","2019-12-01 23:42"
"568055358","Sappho and her influence.","David M Robinson","English","book_digital","","New York, Cooper Square Publishers, 1963.","","","2019-12-01 23:42"
"939103352","Syntax of the moods and tenses in New Testament Greek","Ernest DeWitt Burton","English","book_printbook","","[Whitefish, MT] : Kessinger, [2008]","","","2019-12-01 23:40"
"493090","Foreign language instruction : dimensions and horizons","Ruth R Cornfield","English","book_printbook","","New York : Appleton-Century-Crofts, [1966]","","","2019-12-01 23:39"
"708525436","How to teach foreign languages effectively","Theodore Huebener","English","book_printbook","","New York : University Press, 1969.","","","2019-12-01 23:39"
"878560813","A new short grammar of the greek testament.","A  T Robertson","English","book_printbook","","Grand Rapids : Baker Book House, 1977.","","","2019-12-01 23:38"
"301441618","Teaching a modern language : a brief manual of methods and practices.","Cameron Charles Gullette; Claude Paul Viens; Louis Charles Keating","English","book_printbook","","New York : F.S. Crofts, 1942.","","","2019-12-01 23:38"
"990440268","READING AND SPEAKING FOREIGN LANGUAGES.","H  R HUSE","English","book_printbook","","[S.l.] : UNIV OF NORTH CAROLINA PR, 2017.","","","2019-12-01 23:38"
"258128161","Crowell's handbook of classical drama","Richmond Yancey Hathorn","English","book_printbook","","New York Crowell 1968","","","2019-12-01 23:37"
"25635109","Sappho of Lesbos: her life and times","Arthur E  P  Brome Weigall","English","book_printbook","","London, T. Butterworth [1937]","","","2019-12-01 23:37"
"156706","Essentials of Greek and Roman classics; a guide to the humanities.","Meyer Reinhold","English","book_printbook","","Woodbury, N.Y., Barron's Educational Series, Inc. [1971]","","","2019-12-01 23:36"
"1119410134","The Latin language","Leonard R Palmer","English","book_printbook","","Bristol : Bristol Classical Press, 1999.","","","2019-12-01 23:35"
"932116355","Cambridge Latin course.","Cambridge School Classics Project (Cambridge, England); Schools Council (Great Britain);","English","book_printbook","","Cambridge ; New York : Cambridge University Press, 2015.","","","2019-12-01 23:35"
"45506249","Learn Latin : a lively introduction to reading the language","P  V Jones","English","book_printbook","","New York : Barnes & Noble Books, 1998.","","","2019-12-01 23:35"
"760603653","The Latin poets","Francis Richard Borroum Godolphin;","English","book_printbook","","New York, N.Y. : Modern library, 1949.","","","2019-12-01 23:35"
"931093743","A companion to classical texts","Frederick William Hall","English","book_printbook","","Charleston, SC BiblioLife [2012]","","","2019-12-01 23:34"
"865116541","Dictionary of Latin literature","James H Mantinband","English","book_digital","","New York, New York : Philosophical Library, 2013.","","","2019-12-01 23:34"
"658079317","Cassell's new Latin dictionary.","D  P Simpson;","English","book_printbook","","New York, Funk & Wagnalls, ©1968.","","","2019-12-01 23:33"
"491398634","Aspects of social behavior in ancient Rome ...","Tenney Frank","English","book_printbook","","New York : Cooper Square Publishers, 1969.","","","2019-12-01 23:33"
"945078801","History Of Latin Literature","Moses Hadas; Recorded Books, Inc.","English","book_digital","","New York : Columbia University Press, 2010.","","","2019-12-01 23:33"
"916074075","A handbook of latin literature : from the earliest times to the death of St. Augustine","Herbert Jennings Rose; Edward Courtney","English","book_printbook","","London : Bolchazy-Carducci Publishers, 1996.","","","2019-12-01 23:32"
"462747777","A literary history of Rome","J  Wight Duff; A  M Duff;","English","book_printbook","","London : Ernest Benn, (1967-68)","","","2019-12-01 23:32"
"1000956932","Catullus, Tibullus and Pervigilium Veneris.","Gaius Valerius Catullus; Pervigilium Veneris.; Tibullus.; Francis Warre Cornish; J  P Postgate; J  W Mackail","English","book_printbook","","London : Heinemann ; New York : Putnam's Sons, 1921.","","","2019-12-01 23:31"
"907501214","Latin poetry in verse translation : from the beginnings to the Renaissance","L R Lind;","English","book_printbook","","London ; Oxford : Oxford University Press, 1967.","","","2019-12-01 23:31"
"1036826019","The poems of Catullus.","Gaius Valerius Catullus; Horace Gregory","English","book_digital","","New York, Norton [1972, ©1956]","","","2019-12-01 23:29"
"23949621","The greater poems of Virgil","Virgil.; George Lyman Kittredge; J  B Greenough","Latin","book_printbook","","Boston : Ginn, 1901, ©1897.","","","2019-12-01 23:28"
"458299941","The plays of Euripides.","Euripides.; Henry Hart Milman; Percy Bysshe Shelley; R Potter; Michael Wodhull","English","book_printbook","","[Place of publication not identified] : [Wildside Press], [2007?]","","","2019-12-01 22:32"
"832731252","The portable Greek reader","W  H Auden;","English","book_printbook","","[Bridgewater, NJ] : Distributed by Paw Prints/Baker & Taylor, [2008]","","","2019-12-01 22:32"
"29759548","The Oxford book of Greek verse","Gilbert Murray; Cyril Bailey; Eric Arthur Barber; T  F Higham; C  M Bowra;","English","book_printbook","","Oxford : Clarendon Press, [1967, ©1930]","","","2019-12-01 22:31"
"751714981","The complete Greek tragedies","David Grene; Richmond Lattimore; Aeschylus.; Sophocles.; Euripides.; Folio Society (London, England);","English","book_printbook","","London : Folio Society, 2011.","","","2019-12-01 22:30"
"221326742","The Iliad, the Odyssey, and the epic tradition","Charles Rowan Beye","English","book_printbook","","Bundoora, Vic. : La Trobe University, the Borchardt Library, 1989.","","","2019-12-01 22:30"
"10608337","The Acharnians and three other plays of Aristophanes.","Aristophanes.; John Hookham Frere","English","book_printbook","","London, J.M. Dent; New York, E.P. Dutton [1929]","","","2019-12-01 22:29"
"772746","Orations from Homer to William McKinley,","Mayo Williamson Hazeltine","English","book_printbook","","New York, P.F. Collier, 1902.","","","2019-12-01 22:28"
"964331681","Thoughts from the Greeks","Preston H Epps","English","book_printbook","","©1969.","","","2019-12-01 22:28"
"849303396","Sophocles : a collection of critical essays","Thomas Marion Woodard","English","book_printbook","","Englewood Cliffs : Prentice-Hall, 1966.","","","2019-12-01 22:27"
"969066280","An Introduction to Greek.","Henry Lamar Crosby;  John Nevin Schaeffer; TotalBoox,; TBX,","English","book_digital","","Dover Publications 2015.","","","2019-12-01 22:26"
"896664688","Orations of Demosthenes","Demosthenes.; Charles Rann Kennedy","English","book_printbook","","New York : D. Appleton, 1912, [1900]","","","2019-12-01 22:25"
"644886987","Introduction to scholarship in modern languages and literatures","Gibaldi. Joseph.; Edward Finegan; et al","English","book_printbook","","New York : The Modern Language Association of America, 2000.","","","2019-12-01 22:24"
"32738183","On man in the universe","Aristotle.; Louise Ropes Loomis","English","book_printbook","","New York : Gramercy Books : Distributed by Random House, 1995.","","","2019-12-01 22:24"
"38955249","Paul : an outline of his theology","Herman N Ridderbos","English","book_printbook","","Grand Rapids, Mich. : W.B. Eerdmans Pub. Co., 1997, ©1975.","","","2019-12-01 22:23"
"818437363","Gospel according to St John.","Rudolf Schnackenburg","English","book_printbook","","London : Burns & Oates, 1982.","","","2019-12-01 22:22"
"221499456","Joseph in Egypt","Thomas Mann","English","book_printbook","","London : Sphere Books, [1968]","","","2019-12-01 22:22"
"1122455051","St. Paul's Epistle to the Ephesians","J  Armitage Robinson","English","book_digital","","Piscataway : Gorgias Press, LLC, 2019.","","","2019-12-01 22:21"
"203134233","Islam and christian theology : a study of the interpretation of theological ideas in the two religions","J  Windrow Sweetman","English","book_printbook","","Cambridge : Clarke, 2002-","","","2019-12-01 22:21"
"779524947","Introduction to the Old Testament as Scripture","Brevard S Childs","English","book_printbook","","Philadelphia : Fortress Press, 2011, ©1979.","","","2019-12-01 22:21"
"692249202","Westminister dictionary of the bible.","John D Davis","English","book_printbook","","Philadelphia Westminister Press, 1944.","","","2019-12-01 22:20"
"83671556","Book of confessions.","Presbyterian Church (U.S.A.); Presbyterian Church (U.S.A.). Offices of the General Assembly.","English","book_printbook","","New York, N.Y. : Office of the General Assembly, ©1983.","","","2019-12-01 22:20"
"929195727","Reformed reader. Vol. 2 : a sourcebook in Christian theology : Contemporary trajectories, 1799 to the present","William Stacy Johnson; John H Leith; George W Stroup;","English","book_printbook","","Louisville, Ky. : Westminster/John Knox Press, ©1993","","","2019-12-01 22:19"
"1122799547","Systematic theology","Wolfhart Pannenberg; Geoffrey W Bromiley","English","book_digital","","London [England] : T & T Clark, London [England] : Bloomsbury Publishing (UK), 2004. 2019","","","2019-12-01 22:18"
"234103333","Readings in the history of christian thought.","Robert L Ferm","English","book_printbook","","N.Y. : Holt, Rinehart and Winston Inc, [1966] (1964)","","","2019-12-01 22:18"
"421133873","Theology of the New Testament","Rudolf Bultmann; Robert Morgan","English","book_printbook","","Waco, Tex. : Baylor University Press, ©2007.","","","2019-12-01 22:17"
"47888569","Old Testament theology","Gerhard von Rad","English","book_printbook","","Louisville [Ky.] : Westminster John Knox, [2001]","","","2019-12-01 22:16"
"311206983","The modern theologians / 2, 1. publ.","David Ford;","English","book_printbook","","New York : Basil Blackwell, 1989.","","","2019-12-01 22:15"
"916579335","Systematic theology : an introduction to biblical doctrine","Wayne A Grudem","English","book_digital","","Grand Rapids, Mich. : Zondervan, 2009.","","","2019-12-01 22:15"
"773770257","Old Testament theology / Vol. 1, The theology of Israel's historical traditions.","Gerhard von Rad; David Stalker; Walter Brueggemann","English","book_printbook","Old Testament theology","Louisville [Ky.] : Westminster John Knox, cop. 2001.","","","2019-12-01 22:15"
"18554174","Classics of western thought.","Stebelton Henry Nulle; Karl F Thompson; Charles Hirschfeld; Donald S Gochberg;","English","book_printbook","","New York : Harcourt, Brace & World, ©1964-","","","2019-12-01 22:14"
"8991072","Modern religious poems, a contemporary anthology.","Jacob Trapp","English","book_printbook","","New York : Harper & Row, [1964]","","","2019-12-01 22:14"
"1045236366","A synoptic history of classical rhetoric","James Jerome Murphy; Michael J Hoppmann; Richard A Katula","English","book_digital","","New York : Routledge, ©2014.","","","2019-12-01 22:13"
"630529083","The Puritan Way of Death : a Study in Religion, Culture, and Social Change.","David E Stannard","English","book_digital","","New York : Oxford University Press, 2006.","","","2019-12-01 22:12"
"841077457","Classics of protestantism.","V Ferm;","English","book_printbook","","London : Owen, 1960.","","","2019-12-01 22:12"
"1086085872","History of the Christian Church","Williston Walker; Richard A Norris; David W Lotz; Robert T Handy","English","book_digital","","New York : Scribner, 2014.","","","2019-12-01 22:11"
"493416121","History of religion. A sketch of primitive religions beliefs and practices, and of the origin and character of the great systems","Allan Menzies","English","book_printbook","","New-York : Charles Scribner's Sons, 1895.","","","2019-12-01 22:11"
"990509133","A history of Christian thought","Justo L Gonzalez","English","book_printbook","","Nashville : Abingdon Press, [2014]","","","2019-12-01 22:10"
